URL,Last Modified,Website Origin,Year,Article Title
https://www.kevinrchant.com/2018/12/27/list-of-all-posts-published-since-pass-summit/,2021-06-16,www.kevinrchant.com,2021,list of all posts published since pass summit
https://www.kevinrchant.com/2019/08/13/t-sql-tuesday-117-memory-optimized-tables/,2021-06-16,www.kevinrchant.com,2021,t sql tuesday 117 memory optimized tables
https://www.kevinrchant.com/2019/08/19/microsoft-professional-program-retiring-thoughts/,2021-06-17,www.kevinrchant.com,2021,microsoft professional program retiring thoughts
https://www.kevinrchant.com/2019/04/10/using-local-repositories-with-sql-server-on-linux/,2021-06-17,www.kevinrchant.com,2021,using local repositories with sql server on linux
https://www.kevinrchant.com/2019/10/09/database-adventure-at-dataminds-connect/,2021-06-17,www.kevinrchant.com,2021,database adventure at dataminds connect
https://www.kevinrchant.com/2018/12/03/hosting-sql-server-on-vmware/,2021-06-17,www.kevinrchant.com,2021,hosting sql server on vmware
https://www.kevinrchant.com/2019/08/26/sql-server-2019-release-candidate-released/,2021-06-17,www.kevinrchant.com,2021,sql server 2019 release candidate released
https://www.kevinrchant.com/2018/10/25/voting-for-sqlbits-general-sessions-is-now-open/,2021-06-17,www.kevinrchant.com,2021,voting for sqlbits general sessions is now open
https://www.kevinrchant.com/2019/02/06/moving-to-the-netherlands-and-starting-a-new-sql-server-job-there/,2021-06-17,www.kevinrchant.com,2021,moving to the netherlands and starting a new sql server job there
https://www.kevinrchant.com/2021/05/17/dataweekender-v3-1-conference-experience/,2021-06-18,www.kevinrchant.com,2021,dataweekender v3 1 conference experience
https://www.kevinrchant.com/2021/05/05/dp-203-azure-data-engineering-exam-is-now-ga/,2021-06-18,www.kevinrchant.com,2021,dp 203 azure data engineering exam is now ga
https://www.kevinrchant.com/2021/03/29/clear-up-confusion-about-different-versions-of-azure-devops/,2021-06-18,www.kevinrchant.com,2021,clear up confusion about different versions of azure devops
https://www.kevinrchant.com/2019/04/15/sql-server-2019-database-scoped-settings-for-indexes-discovery/,2021-06-18,www.kevinrchant.com,2021,sql server 2019 database scoped settings for indexes discovery
https://www.kevinrchant.com/2019/07/23/personal-sql-server-2019-lab-review/,2021-06-18,www.kevinrchant.com,2021,personal sql server 2019 lab review
https://www.kevinrchant.com/2018/12/17/maintaining-your-larger-databases-better-part-4-recommended-free-tools-for-the-job/,2021-06-20,www.kevinrchant.com,2021,maintaining your larger databases better part 4 recommended free tools for the job
https://www.kevinrchant.com/2018/11/30/maintaining-your-larger-databases-better-part-2-2/,2021-06-20,www.kevinrchant.com,2021,maintaining your larger databases better part 2 2
https://www.kevinrchant.com/2018/11/29/maintaining-your-larger-databases-better-part-1/,2021-06-20,www.kevinrchant.com,2021,maintaining your larger databases better part 1
https://www.kevinrchant.com/2018/12/12/maintaining-your-larger-databases-better-part-3-recommended-sql-server-dmvs/,2021-06-20,www.kevinrchant.com,2021,maintaining your larger databases better part 3 recommended sql server dmvs
https://www.kevinrchant.com/2020/05/18/updates-about-what-linux-distributions-you-can-install-sql-server-on/,2021-06-29,www.kevinrchant.com,2021,updates about what linux distributions you can install sql server on
https://www.kevinrchant.com/2019/11/06/personal-2019-pass-election-vote-for-johan/,2021-06-29,www.kevinrchant.com,2021,personal 2019 pass election vote for johan
https://www.kevinrchant.com/2019/11/04/sql-server-2019-officially-released/,2021-06-29,www.kevinrchant.com,2021,sql server 2019 officially released
https://www.kevinrchant.com/2020/09/23/more-about-sql-server-professionals-using-version-control/,2021-06-29,www.kevinrchant.com,2021,more about sql server professionals using version control
https://www.kevinrchant.com/2020/04/29/azure-related-topics-at-data-community-weekender-europe/,2021-06-29,www.kevinrchant.com,2021,azure related topics at data community weekender europe
https://www.kevinrchant.com/2020/06/17/using-version-control-with-an-azure-data-studio-notebook/,2021-06-29,www.kevinrchant.com,2021,using version control with an azure data studio notebook
https://www.kevinrchant.com/2020/03/23/personal-working-from-home-again-thoughts-and-tips/,2021-06-29,www.kevinrchant.com,2021,personal working from home again thoughts and tips
https://www.kevinrchant.com/2019/04/01/current-sql-server-2019-learning-resources/,2021-06-29,www.kevinrchant.com,2021,current sql server 2019 learning resources
https://www.kevinrchant.com/2019/12/05/maintaining-larger-sql-server-databases-recap/,2021-06-29,www.kevinrchant.com,2021,maintaining larger sql server databases recap
https://www.kevinrchant.com/2020/02/24/tips-for-dealing-with-large-sql-server-scripts/,2021-06-29,www.kevinrchant.com,2021,tips for dealing with large sql server scripts
https://www.kevinrchant.com/2020/01/08/lessons-learned-by-a-time-travelling-sql-server-dba-part-one-the-past/,2021-06-29,www.kevinrchant.com,2021,lessons learned by a time travelling sql server dba part one the past
https://www.kevinrchant.com/2019/05/08/current-sql-server-2019-big-data-clusters-learning-resources/,2021-06-29,www.kevinrchant.com,2021,current sql server 2019 big data clusters learning resources
https://www.kevinrchant.com/2019/01/24/study-tips-for-sql-server-and-azure-exams/,2021-06-29,www.kevinrchant.com,2021,study tips for sql server and azure exams
https://www.kevinrchant.com/2020/07/01/testing-sql-server-assessment-in-azure-data-studio/,2021-06-30,www.kevinrchant.com,2021,testing sql server assessment in azure data studio
https://www.kevinrchant.com/2020/01/15/lessons-learned-by-a-time-travelling-sql-server-dba-part-two-the-future/,2021-06-30,www.kevinrchant.com,2021,lessons learned by a time travelling sql server dba part two the future
https://www.kevinrchant.com/2020/06/24/big-appreciation-for-key-workers/,2021-06-30,www.kevinrchant.com,2021,big appreciation for key workers
https://www.kevinrchant.com/2020/05/25/recent-azure-data-studio-updates/,2021-06-30,www.kevinrchant.com,2021,recent azure data studio updates
https://www.kevinrchant.com/2020/10/13/t-sql-tuesday-131-database-analogies/,2021-06-30,www.kevinrchant.com,2021,t sql tuesday 131 database analogies
https://www.kevinrchant.com/2020/04/06/my-nine-days-that-never-happened/,2021-06-30,www.kevinrchant.com,2021,my nine days that never happened
https://www.kevinrchant.com/2020/03/04/using-version-control-for-sql-server-management-studio-templates/,2021-06-30,www.kevinrchant.com,2021,using version control for sql server management studio templates
https://www.kevinrchant.com/2019/12/11/slow-clustered-index-rebuilds-within-sql-server/,2021-06-30,www.kevinrchant.com,2021,slow clustered index rebuilds within sql server
https://www.kevinrchant.com/2019/10/30/another-sql-server-horror-story-morning-after-a-zombie-spid/,2021-06-30,www.kevinrchant.com,2021,another sql server horror story morning after a zombie spid
https://www.kevinrchant.com/2019/02/19/investigating-sql-server-issues-locally-on-windows-server-2019-core/,2021-06-30,www.kevinrchant.com,2021,investigating sql server issues locally on windows server 2019 core
https://www.kevinrchant.com/2020/06/01/interesting-windows-container-with-sql-server-experiment/,2021-06-30,www.kevinrchant.com,2021,interesting windows container with sql server experiment
https://www.kevinrchant.com/2020/06/09/t-sql-tuesday-127-create-your-own-azure-devops-organization/,2021-06-30,www.kevinrchant.com,2021,t sql tuesday 127 create your own azure devops organization
https://www.kevinrchant.com/2018/12/20/potential-for-the-future-after-this-years-data-platform-announcements/,2021-06-30,www.kevinrchant.com,2021,potential for the future after this years data platform announcements
https://www.kevinrchant.com/2019/04/25/deploying-sql-server-services-in-azure-using-visual-studio-subscription/,2021-06-30,www.kevinrchant.com,2021,deploying sql server services in azure using visual studio subscription
https://www.kevinrchant.com/2019/04/17/data-platform-professionals-survival-guide-for-a-long-weekend/,2021-06-30,www.kevinrchant.com,2021,data platform professionals survival guide for a long weekend
https://www.kevinrchant.com/2018/10/04/whats-the-definition-of-data-platform-for-people-with-a-sql-server-background/,2021-06-30,www.kevinrchant.com,2021,whats the definition of data platform for people with a sql server background
https://www.kevinrchant.com/2018/10/02/a-new-beginning/,2021-06-30,www.kevinrchant.com,2021,a new beginning
https://www.kevinrchant.com/2021/05/11/t-sql-tuesday-138-how-i-keep-on-top-of-technology-changes/,2021-07-01,www.kevinrchant.com,2021,t sql tuesday 138 how i keep on top of technology changes
https://www.kevinrchant.com/2021/04/19/dataweekender-v3-1-schedule-and-other-announcements/,2021-07-03,www.kevinrchant.com,2021,dataweekender v3 1 schedule and other announcements
https://www.kevinrchant.com/2020/01/06/recording-sql-server-related-services-in-azure/,2021-07-03,www.kevinrchant.com,2021,recording sql server related services in azure
https://www.kevinrchant.com/2021/05/03/gaining-the-azure-data-engineer-associate-microsoft-certification/,2021-08-01,www.kevinrchant.com,2021,gaining the azure data engineer associate microsoft certification
https://www.kevinrchant.com/2019/04/23/master-data-services-says-hello-to-html-in-sql-server-2019/,2021-08-07,www.kevinrchant.com,2021,master data services says hello to html in sql server 2019
https://www.kevinrchant.com/2021/07/28/azure-test-plans-jargon-for-data-platform-professionals/,2021-08-22,www.kevinrchant.com,2021,azure test plans jargon for data platform professionals
https://www.kevinrchant.com/2020/11/06/deploy-sqlwatch-to-sql-server-using-azure-devops/,2021-08-26,www.kevinrchant.com,2021,deploy sqlwatch to sql server using azure devops
https://www.kevinrchant.com/2021/07/13/t-sql-tuesday-140-easy-demos-using-containers/,2021-09-02,www.kevinrchant.com,2021,t sql tuesday 140 easy demos using containers
https://www.kevinrchant.com/2020/11/30/tips-for-deploying-to-multiple-sql-server-database-types-using-azure-devops/,2021-09-02,www.kevinrchant.com,2021,tips for deploying to multiple sql server database types using azure devops
https://www.kevinrchant.com/2019/03/26/running-sql-server-on-linux-on-your-own-laptop/,2021-09-02,www.kevinrchant.com,2021,running sql server on linux on your own laptop
https://www.kevinrchant.com/2020/10/29/sql-server-installation-options-to-test-azure-devops-deployments-locally/,2021-09-02,www.kevinrchant.com,2021,sql server installation options to test azure devops deployments locally
https://www.kevinrchant.com/2021/08/30/azure-test-plans-example-for-power-bi/,2021-09-06,www.kevinrchant.com,2021,azure test plans example for power bi
